,time,open,high,low,close,volume,ticker
198,10/18/2016,22680,22990,22490,22710,943960,VCB
199,10/19/2016,22930,23180,22800,22870,960210,VCB
200,10/20/2016,22930,23050,22870,22870,590370,VCB
201,10/21/2016,22870,23050,22800,22870,775760,VCB
202,10/24/2016,22930,23050,22490,22490,682740,VCB
203,10/25/2016,22490,22490,22060,22270,1336590,VCB
204,10/26/2016,22270,22310,21990,21990,694100,VCB
205,10/27/2016,21990,22620,21990,22620,844890,VCB
206,10/28/2016,22620,22680,22370,22620,435980,VCB
207,10/31/2016,22620,22710,22430,22430,672940,VCB
208,11/1/2016,22310,22550,22240,22370,519580,VCB
209,11/2/2016,22310,22400,22060,22060,508170,VCB
210,11/3/2016,21900,21960,21650,21810,984650,VCB
211,11/4/2016,21930,21930,21750,21810,613830,VCB
212,11/7/2016,21870,22620,21840,22590,1085380,VCB
213,11/8/2016,22680,22710,22430,22680,1088300,VCB
214,11/9/2016,22620,22620,21810,22430,1690880,VCB
215,11/10/2016,22680,22800,22650,22680,792150,VCB
216,11/11/2016,22740,22930,22460,22590,898610,VCB
217,11/14/2016,22590,22590,22270,22310,745100,VCB
218,11/15/2016,22270,22590,22270,22310,278870,VCB
219,11/16/2016,22310,22370,22180,22310,455210,VCB
220,11/17/2016,22310,22310,22030,22210,737730,VCB
221,11/18/2016,22120,22210,22090,22150,628230,VCB
222,11/21/2016,22150,22310,22120,22240,592840,VCB
223,11/22/2016,22240,22430,22210,22430,623270,VCB
224,11/23/2016,22430,22710,22430,22620,938330,VCB
225,11/24/2016,22490,22650,22370,22430,632950,VCB
226,11/25/2016,22430,22490,22240,22310,689900,VCB
227,11/28/2016,22240,22240,22030,22120,1062520,VCB
228,11/29/2016,21990,22120,21680,21810,1322100,VCB
229,11/30/2016,21620,21930,21430,21930,2063550,VCB
230,12/1/2016,22120,22120,21930,21960,866550,VCB
231,12/2/2016,21930,22030,21870,21990,751530,VCB
232,12/5/2016,21870,21900,21750,21750,548780,VCB
233,12/6/2016,21780,21780,21180,21280,1338320,VCB
234,12/7/2016,21280,21430,21280,21430,779510,VCB
235,12/8/2016,21500,22090,21310,21810,677500,VCB
236,12/9/2016,21680,21900,21680,21840,566840,VCB
237,12/12/2016,21560,21810,21560,21750,557230,VCB
238,12/13/2016,21750,21750,21340,21430,775830,VCB
239,12/14/2016,21340,21710,21340,21680,500040,VCB
240,12/15/2016,21680,21990,21500,21810,540870,VCB
241,12/16/2016,21810,21870,21620,21870,1269760,VCB
242,12/19/2016,21870,21990,21810,21900,847210,VCB
243,12/20/2016,21990,21990,21710,21780,449350,VCB
244,12/21/2016,21750,21930,21620,21780,314930,VCB
245,12/22/2016,21870,21870,21710,21750,422940,VCB
246,12/23/2016,21780,22180,21710,22180,985440,VCB
247,12/26/2016,22210,22550,22180,22490,1005930,VCB
248,12/27/2016,22550,22680,22430,22430,821630,VCB
249,12/28/2016,22490,22490,22180,22180,647070,VCB
250,12/29/2016,22370,22370,22060,22090,482410,VCB
251,12/30/2016,22090,22240,22060,22090,565850,VCB
252,1/3/2017,22180,23360,22180,23210,2018750,VCB
253,1/4/2017,23360,23430,22930,23050,1339740,VCB
254,1/5/2017,22990,23240,22960,23150,855250,VCB
255,1/6/2017,23180,23930,23120,23610,2495910,VCB
256,1/9/2017,23800,24270,23740,24110,2379510,VCB
257,1/10/2017,23930,24080,23890,23930,1234210,VCB
258,1/11/2017,23930,24140,23830,23960,1498220,VCB
259,1/12/2017,23930,23990,23550,23610,1863070,VCB
260,1/13/2017,23430,23860,23330,23330,1164660,VCB
261,1/16/2017,23360,23550,23080,23270,641920,VCB
262,1/17/2017,23360,24390,23360,24270,2340000,VCB
263,1/18/2017,24140,24390,23860,23860,1143460,VCB
264,1/19/2017,23930,23990,23680,23680,521040,VCB
265,1/20/2017,23800,23990,23680,23680,908930,VCB
266,1/23/2017,23890,23890,23650,23740,717890,VCB
267,1/24/2017,23710,24050,23680,24050,899030,VCB
268,1/25/2017,24240,24490,23930,24490,1352580,VCB
269,2/2/2017,24670,24670,24240,24580,1368580,VCB
270,2/3/2017,24610,24610,24110,24110,1546040,VCB
271,2/6/2017,24110,24240,23930,24110,1288900,VCB
272,2/7/2017,24170,24460,24140,24460,1527190,VCB
273,2/8/2017,24550,24800,24360,24770,1792740,VCB
274,2/9/2017,24830,24860,24610,24740,1203520,VCB
275,2/10/2017,24700,24700,24490,24490,1754030,VCB
276,2/13/2017,24490,24490,24110,24210,1490330,VCB
277,2/14/2017,24210,24360,23990,24110,1325510,VCB
278,2/15/2017,24210,24490,24050,24300,1419820,VCB
279,2/16/2017,24420,24640,23990,24050,1359740,VCB
280,2/17/2017,24110,24140,23860,23860,1220700,VCB
281,2/20/2017,23990,23990,23610,23650,1322360,VCB
282,2/21/2017,23680,23960,23650,23930,1076370,VCB
283,2/22/2017,23990,23990,23550,23610,802090,VCB
284,2/23/2017,23610,23800,23400,23430,1453770,VCB
285,2/24/2017,23550,23580,23240,23330,785650,VCB
286,2/27/2017,23180,23890,23180,23800,902460,VCB
287,2/28/2017,23800,23800,23300,23300,703780,VCB
288,3/1/2017,23300,23430,23180,23180,753500,VCB
289,3/2/2017,23430,23490,22990,22990,1147120,VCB
290,3/3/2017,23180,23430,22990,23360,516470,VCB
291,3/6/2017,23680,23680,23240,23240,510190,VCB
292,3/7/2017,23360,23360,23120,23360,561990,VCB
293,3/8/2017,23240,23800,23240,23490,892080,VCB
294,3/9/2017,23650,23930,23550,23550,1001970,VCB
295,3/10/2017,23610,23800,23270,23360,596520,VCB
296,3/13/2017,23120,23300,23080,23080,885720,VCB
297,3/14/2017,23080,23300,23080,23080,502570,VCB
298,3/15/2017,23210,23210,23020,23020,561660,VCB
299,3/16/2017,23050,23210,23020,23120,574840,VCB
300,3/17/2017,23120,23400,23020,23050,3101080,VCB
301,3/20/2017,23300,23610,23300,23400,1083060,VCB
302,3/21/2017,23550,23680,23430,23680,975510,VCB
303,3/22/2017,23680,23890,23430,23490,1941850,VCB
304,3/23/2017,23490,23990,23430,23830,1640470,VCB
305,3/24/2017,23990,24020,23520,23680,1411600,VCB
306,3/27/2017,23680,23930,23520,23550,1677100,VCB
307,3/28/2017,23550,23710,23270,23300,1950220,VCB
308,3/29/2017,23240,23360,23150,23240,1380040,VCB
309,3/30/2017,23240,23430,23180,23180,1000760,VCB
310,3/31/2017,23180,23300,22990,22990,1648790,VCB
311,4/3/2017,22990,23080,22620,22680,2231080,VCB
312,4/4/2017,22740,23120,22710,22930,1012810,VCB
313,4/5/2017,22930,23240,22930,22960,620740,VCB
314,4/7/2017,22800,22990,22800,22930,746360,VCB
315,4/10/2017,22990,23120,22870,22870,701010,VCB
316,4/11/2017,22870,23050,22870,22990,494890,VCB
317,4/12/2017,23050,23050,22840,22930,925540,VCB
318,4/13/2017,22840,23150,22840,22900,771230,VCB
319,4/14/2017,22870,22900,22430,22650,1028920,VCB
320,4/17/2017,22650,22710,22120,22120,1031640,VCB
321,4/18/2017,22120,22340,22060,22340,534340,VCB
322,4/19/2017,22310,22490,22240,22370,571690,VCB
323,4/20/2017,22370,22370,22060,22060,1002210,VCB
324,4/21/2017,22060,22370,22060,22120,517030,VCB
325,4/24/2017,22120,22270,21870,21870,450210,VCB
326,4/25/2017,21870,21990,21780,21870,656130,VCB
327,4/26/2017,21870,21930,21810,21840,709260,VCB
328,4/27/2017,21930,21990,21620,21710,2240170,VCB
329,4/28/2017,21680,21960,21650,21870,1522920,VCB
330,5/3/2017,21870,22430,21840,22120,899880,VCB
331,5/4/2017,22120,22800,22060,22620,2186490,VCB
332,5/5/2017,22620,22620,22370,22490,783900,VCB
333,5/8/2017,22490,22620,22240,22270,863080,VCB
334,5/9/2017,22270,22800,22210,22710,1633890,VCB
335,5/10/2017,22710,23050,22710,22900,1447800,VCB
336,5/11/2017,22930,23050,22900,22930,1216160,VCB
337,5/12/2017,22900,22930,22650,22710,898130,VCB
338,5/15/2017,22680,22740,22520,22620,1127830,VCB
339,5/16/2017,22490,22680,22430,22460,1005430,VCB
340,5/17/2017,22430,22650,22430,22550,1250660,VCB
341,5/18/2017,22490,22770,22490,22650,1050880,VCB
342,5/19/2017,22680,22900,22620,22900,1089810,VCB
343,5/22/2017,23120,23800,22900,23360,3432310,VCB
344,5/23/2017,23360,23490,23180,23180,1332510,VCB
345,5/24/2017,23150,23710,23080,23520,1579160,VCB
346,5/25/2017,23550,23580,23120,23120,1692550,VCB
347,5/26/2017,23080,23210,22870,22870,1241870,VCB
348,5/29/2017,23120,23300,22680,22680,1697170,VCB
349,5/30/2017,22870,22870,22550,22620,1368210,VCB
350,5/31/2017,22870,22870,22310,22550,1478930,VCB
351,6/1/2017,22680,22840,22550,22620,972860,VCB
352,6/2/2017,22620,22740,22490,22620,1088530,VCB
353,6/5/2017,22680,23240,22650,23180,1909000,VCB
354,6/6/2017,23240,24080,23180,24080,4750190,VCB
355,6/7/2017,24110,24210,23800,23860,2419330,VCB
356,6/8/2017,23800,23860,23550,23610,1634700,VCB
357,6/9/2017,23740,24050,23610,23930,1972850,VCB
358,6/12/2017,23930,23960,23650,23890,971550,VCB
359,6/13/2017,23710,24080,23680,24020,986280,VCB
360,6/14/2017,24020,24550,24020,24420,2818810,VCB
361,6/15/2017,24420,24670,24330,24610,2996650,VCB
362,6/16/2017,24830,24830,24460,24610,2708280,VCB
363,6/19/2017,24830,24920,24550,24740,1526720,VCB
364,6/20/2017,24800,24800,24490,24610,2278990,VCB
365,6/21/2017,24490,24520,23680,24080,2270290,VCB
366,6/22/2017,24110,24140,23740,23740,1355410,VCB
367,6/23/2017,23710,23800,23520,23740,1880570,VCB
368,6/26/2017,23860,24050,23770,23990,1214450,VCB
369,6/27/2017,24170,24210,23830,23830,1026510,VCB
370,6/28/2017,23830,23860,23580,23710,1400580,VCB
371,6/29/2017,23860,23890,23610,23800,841580,VCB
372,6/30/2017,23860,24050,23740,23990,854400,VCB
373,7/3/2017,23960,24390,23930,24240,1812960,VCB
374,7/4/2017,24240,24300,23990,24110,819980,VCB
375,7/5/2017,24170,24300,23960,24210,799160,VCB
376,7/6/2017,24210,24610,24170,24520,2378800,VCB
